item_id,value,w1,w2
402,337,761,2
403,555,182,638
404,594,817,733
405,973,950,87
406,304,282,107
407,621,421,69
408,818,740,134
409,821,622,149
410,588,155,415
411,582,996,122
412,714,385,86
413,704,394,417
414,857,355,889
415,965,68,706
416,594,723,112
417,503,558,805
418,953,671,609
419,938,176,764
420,846,291,432
421,661,222,109
422,886,291,671
423,986,423,574
424,618,764,139
425,531,1,445
426,950,546,546
427,1089,763,957
428,917,306,94
429,599,607,669
430,661,565,695
431,857,579,407
432,1237,657,887
433,683,146,573
434,599,477,339
435,786,995,626
436,1046,919,198
437,607,422,312
438,898,210,239
439,754,31,1000
440,498,752,272
441,1078,208,874
442,563,663,862
443,575,474,216
444,583,278,738
445,1068,935,880
446,1080,859,688
447,959,609,382
448,318,437,40
449,928,918,772
450,832,305,51
451,411,685,453
452,561,440,72
453,280,485,46
454,907,466,430
455,918,204,986
456,545,134,330
457,1150,530,666
458,659,383,790
459,868,280,137
460,649,585,404
461,738,906,339
462,940,456,669
463,733,378,475
464,725,52,71
465,756,664,523
466,1013,740,549
467,603,94,6
468,698,914,243
469,861,393,551
470,621,718,960
471,913,102,483
472,628,302,587
473,695,46,228
474,872,732,156
475,500,316,278
476,843,902,535
477,1026,663,485
478,874,871,65
479,626,32,640
480,782,527,334
481,731,999,759
482,531,817,635
483,765,773,84
484,687,775,400
485,563,619,90
486,772,450,534
487,591,828,731
488,808,676,781
489,1026,994,960
490,508,249,853
491,505,677,119
492,759,728,992
493,662,404,955
494,322,131,592
495,500,305,994
496,843,57,256
497,1113,642,673
498,670,76,168
499,1059,184,589
500,678,586,420
