item_id,value,w1,w2
277,419,325,650
278,972,327,420
279,548,226,434
280,563,863,187
281,665,641,584
282,1009,922,325
283,1057,247,959
284,812,931,122
285,838,666,131
286,796,352,350
287,616,592,21
288,311,122,180
289,1181,682,953
290,466,418,463
291,678,713,676
292,614,888,562
293,915,341,456
294,755,562,955
295,647,312,750
296,630,737,775
297,709,152,634
298,918,26,336
299,749,544,723
300,600,123,588
301,484,213,928
302,838,303,71
303,520,759,14
304,711,459,999
305,846,203,880
306,1068,48,171
307,828,398,629
308,371,281,170
309,1054,504,670
310,962,641,228
311,794,156,171
312,1056,498,900
313,456,766,108
314,804,517,681
315,346,169,461
316,920,569,835
317,588,622,289
318,830,224,223
319,1050,123,711
320,371,293,117
321,1154,880,898
322,445,136,948
323,663,179,484
324,332,48,73
325,1115,277,748
326,721,295,321
327,982,68,703
328,562,261,496
329,440,979,133
330,881,729,675
331,792,825,93
332,258,223,482
333,675,118,693
334,638,821,337
335,754,235,687
336,596,681,242
337,777,494,727
338,666,525,970
339,862,813,120
340,982,66,913
341,751,580,439
342,615,854,478
343,851,280,850
344,464,252,347
345,951,412,884
346,660,47,705
347,588,686,505
348,857,953,116
349,678,410,642
350,982,393,399
351,447,519,268
352,862,476,777
353,633,292,166
354,819,35,411
355,544,21,640
356,703,728,142
357,656,316,553
358,546,394,694
359,387,152,123
360,873,332,778
361,745,258,256
362,988,754,143
363,978,303,688
364,679,985,349
365,661,299,337
366,885,208,142
367,829,477,743
368,339,232,109
369,738,659,373
370,467,283,257
371,788,776,434
372,999,703,146
373,757,883,230
374,761,862,163
375,685,769,408
376,540,741,80
377,847,339,71
378,644,998,471
379,951,277,946
380,721,266,494
381,1104,950,575
382,669,468,560
383,686,525,959
384,762,105,433
385,853,176,700
386,1019,905,830
387,720,127,695
388,533,216,234
389,1031,313,246
390,484,524,176
391,1073,618,873
392,779,237,423
393,1070,622,610
394,1078,934,501
395,957,621,797
396,655,144,468
397,610,659,195
398,777,224,664
399,1122,429,993
400,1011,832,735
401,565,443,361
402,1005,841,310
403,862,952,244
404,757,111,847
405,851,636,521
406,473,329,33
407,661,492,868
408,727,229,682
409,478,515,423
410,613,316,426
411,613,206,112
412,758,725,537
413,1055,594,214
414,672,663,305
415,1030,748,61
416,958,490,388
417,744,531,339
418,759,924,556
419,1012,938,673
420,845,831,460
421,807,555,413
422,999,654,633
423,464,157,601
424,742,913,261
425,881,607,629
426,1114,788,811
427,982,432,715
428,733,629,304
429,1042,928,189
430,912,469,694
431,754,666,723
432,581,849,826
433,542,334,290
434,717,871,19
435,530,20,854
436,942,475,30
437,656,350,1
438,302,63,226
439,655,491,503
440,564,555,2
441,890,347,587
442,512,632,251
443,519,58,428
444,854,274,532
445,978,749,432
446,774,732,922
447,940,965,176
448,771,823,443
449,601,564,981
450,588,28,710
451,807,445,231
452,640,854,582
453,617,851,381
454,1119,127,776
455,682,391,972
456,810,175,621
457,651,565,336
458,675,828,211
459,784,179,603
460,760,400,897
461,860,193,374
462,889,847,16
463,904,164,773
464,639,66,276
465,737,28,889
466,811,733,807
467,744,748,270
468,797,475,663
469,858,202,870
470,658,409,869
471,980,206,904
472,662,976,616
473,680,525,731
474,660,34,1000
475,1192,897,790
476,1057,889,576
477,669,417,773
478,871,498,691
479,409,887,152
480,623,178,894
481,530,229,416
482,1030,535,786
483,738,889,657
484,1023,597,470
485,945,906,917
486,610,55,77
487,432,112,202
488,495,489,94
489,982,752,882
490,798,718,908
491,638,619,252
492,877,448,702
493,557,901,317
494,965,871,871
495,417,604,72
496,451,75,317
497,517,733,479
498,352,244,170
499,789,153,134
500,774,287,60
