item_id,value,w1,w2
216,893,667,819
217,993,944,580
218,681,753,744
219,658,708,983
220,533,77,206
221,584,134,945
222,844,417,552
223,678,671,625
224,1057,815,386
225,597,926,1
226,963,636,239
227,549,859,664
228,463,339,5
229,1014,173,931
230,1164,792,525
231,630,16,468
232,911,608,632
233,894,866,362
234,1054,674,748
235,936,170,586
236,1058,923,968
237,837,406,105
238,703,536,676
239,936,22,177
240,895,269,872
241,571,364,29
242,939,610,339
243,1038,825,565
244,1002,676,816
245,531,559,301
246,923,244,815
247,655,768,509
248,792,473,531
249,453,37,626
250,518,493,772
251,1003,880,765
252,710,84,396
253,1087,951,726
254,692,540,260
255,1015,387,866
256,937,233,366
257,810,421,86
258,581,503,41
259,900,407,457
260,754,80,814
261,1054,963,879
262,862,892,675
263,592,791,630
264,568,528,353
265,838,766,281
266,562,140,138
267,777,341,934
268,745,666,861
269,827,406,518
270,774,322,739
271,886,606,171
272,665,693,184
273,1115,745,722
274,681,79,546
275,973,364,915
276,671,820,795
277,571,162,160
278,676,802,180
279,567,106,135
280,746,705,732
281,681,822,920
282,513,706,345
283,813,625,36
284,919,632,342
285,539,227,82
286,623,772,19
287,1012,789,652
288,927,836,586
289,537,774,201
290,799,19,370
291,356,207,761
292,536,90,681
293,692,155,399
294,911,339,796
295,966,657,431
296,513,207,856
297,1198,867,413
298,692,499,197
299,787,43,751
300,303,18,322
301,745,53,111
302,354,70,233
303,678,456,618
304,670,641,293
305,733,181,473
306,626,288,180
307,619,103,276
308,928,604,436
309,1013,460,980
310,719,608,510
311,423,210,396
312,178,404,55
313,659,365,654
314,539,98,480
315,806,513,165
316,871,754,5
317,856,451,925
318,835,201,415
319,1075,133,878
320,520,327,781
321,559,235,9
322,478,807,299
323,1100,83,793
324,634,119,727
325,495,557,13
326,752,357,510
327,264,30,54
328,725,820,557
329,778,409,396
330,710,337,325
331,481,3,373
332,777,723,904
333,683,748,282
334,792,482,168
335,588,795,262
336,815,409,565
337,982,944,474
338,989,589,313
339,1051,643,448
340,668,180,68
341,686,324,849
342,923,653,543
343,593,547,171
344,651,953,468
345,657,240,148
346,411,132,496
347,552,896,223
348,369,745,64
349,958,471,607
350,1173,916,879
351,998,537,833
352,1200,755,720
353,1079,26,464
354,828,947,739
355,962,180,704
356,762,183,719
357,468,105,375
358,878,242,131
359,617,495,467
360,783,728,368
361,681,304,927
362,674,461,66
363,680,430,73
364,765,631,343
365,688,19,105
366,798,872,239
367,653,943,326
368,529,871,400
369,739,978,276
370,977,790,394
371,760,135,632
372,1024,660,899
373,1032,218,63
374,781,769,166
375,1148,818,285
376,751,618,595
377,703,1,546
378,707,424,552
379,754,373,914
380,824,167,777
381,614,31,456
382,804,147,836
383,789,291,516
384,554,887,666
385,674,581,181
386,601,208,370
387,448,657,743
388,687,564,75
389,282,22,191
390,597,363,890
391,628,571,423
392,840,634,464
393,662,976,366
394,624,63,197
395,712,619,290
396,675,244,719
397,987,290,162
398,750,551,367
399,1270,925,890
400,597,848,464
401,946,970,257
402,553,387,637
403,518,283,195
404,841,723,17
405,946,198,662
406,1366,860,723
407,513,593,649
408,594,77,627
409,995,174,120
410,685,46,651
411,625,400,879
412,476,305,46
413,500,163,544
414,595,128,932
415,764,387,15
416,700,533,148
417,1214,842,832
418,400,44,480
419,510,763,397
420,284,268,320
421,632,966,67
422,531,159,11
423,654,643,994
424,992,891,286
425,764,825,128
426,485,327,637
427,777,883,329
428,985,403,759
429,657,505,247
430,796,976,622
431,870,396,515
432,970,207,611
433,568,586,152
434,568,333,636
435,564,576,210
436,941,778,157
437,651,679,661
438,995,670,782
439,1098,608,960
440,414,354,20
441,485,496,198
442,695,294,326
443,618,914,157
444,517,250,423
445,616,26,382
446,746,466,737
447,786,680,667
448,746,683,958
449,455,194,216
450,1051,137,429
451,1123,225,786
452,807,104,865
453,813,880,428
454,1034,142,871
455,947,798,730
456,1049,731,769
457,772,923,759
458,892,126,305
459,731,317,965
460,707,675,72
461,659,271,894
462,559,369,70
463,753,949,80
464,804,531,802
465,435,697,288
466,634,731,750
467,598,518,844
468,552,960,168
469,581,207,54
470,1131,712,832
471,828,765,697
472,936,658,192
473,1062,448,772
474,1008,849,954
475,642,170,493
476,674,48,574
477,952,910,996
478,542,305,737
479,724,731,128
480,805,209,616
481,634,765,727
482,665,854,114
483,811,92,431
484,794,607,764
485,820,835,66
486,466,128,68
487,794,293,274
488,523,266,115
489,607,389,162
490,845,787,36
491,846,337,606
492,871,893,378
493,426,254,80
494,664,564,158
495,864,343,785
496,616,747,420
497,821,687,659
498,1036,677,179
499,826,163,970
500,790,207,545
