item_id,value,w1,w2
411,625,750,889
412,725,480,384
413,844,861,259
414,1012,220,872
415,758,873,491
416,884,518,262
417,908,859,825
418,905,51,847
419,1277,973,707
420,764,698,318
421,751,440,592
422,507,480,550
423,866,742,773
424,400,150,479
425,525,712,219
426,877,191,959
427,634,941,163
428,542,670,603
429,740,161,480
430,894,463,668
431,912,373,161
432,1049,966,331
433,754,490,266
434,624,218,36
435,470,142,362
436,770,803,434
437,838,756,797
438,934,949,620
439,729,197,414
440,816,353,875
441,443,546,407
442,706,183,164
443,1121,961,730
444,431,344,881
445,576,18,118
446,548,961,380
447,727,435,622
448,748,869,578
449,770,169,734
450,491,489,66
451,598,565,276
452,931,681,842
453,582,992,367
454,560,223,533
455,1031,103,574
456,764,756,25
457,945,425,976
458,884,668,591
459,579,625,228
460,391,87,37
461,598,71,133
462,650,917,757
463,852,444,424
464,822,293,518
465,625,200,457
466,761,36,326
467,385,15,258
468,863,591,139
469,695,388,133
470,508,648,268
471,874,891,634
472,769,345,47
473,878,627,52
474,713,42,125
475,737,29,841
476,866,137,434
477,432,256,244
478,518,471,809
479,777,694,909
480,948,833,937
481,860,390,93
482,570,740,305
483,763,501,609
484,991,656,838
485,611,742,94
486,786,429,900
487,850,463,257
488,463,549,933
489,775,39,524
490,725,243,976
491,808,220,430
492,973,502,660
493,651,474,978
494,775,537,634
495,744,601,423
496,707,972,416
497,1050,258,926
498,756,629,583
499,834,164,33
500,694,7,895
