item_id,value,w1,w2
206,739,49,252
207,813,954,358
208,790,379,915
209,493,613,236
210,1006,565,858
211,583,755,165
212,769,222,817
213,951,226,704
214,802,354,199
215,604,22,372
216,647,907,99
217,575,903,35
218,572,875,390
219,424,217,36
220,700,63,251
221,996,787,677
222,929,924,555
223,811,258,171
224,656,105,735
225,478,38,290
226,905,255,79
227,404,984,2
228,530,913,386
229,1181,67,838
230,1022,998,333
231,846,337,215
232,505,293,859
233,466,779,143
234,705,336,162
235,1119,154,896
236,884,391,703
237,613,277,901
238,554,884,382
239,1000,922,731
240,744,312,319
241,1064,368,330
242,772,711,781
243,772,14,392
244,628,547,761
245,365,92,618
246,431,589,292
247,1065,306,883
248,869,289,496
249,1065,548,729
250,910,721,492
251,812,540,891
252,1140,384,988
253,527,388,958
254,1018,989,656
255,826,633,669
256,388,163,543
257,1076,786,876
258,867,64,590
259,819,204,997
260,544,751,131
261,598,646,274
262,562,339,159
263,802,186,513
264,812,483,143
265,944,241,927
266,728,850,814
267,750,583,742
268,645,533,564
269,596,415,680
270,620,482,115
271,935,422,447
272,393,588,329
273,681,259,149
274,451,319,93
275,751,274,105
276,1070,953,843
277,697,911,558
278,533,170,129
279,519,296,415
280,708,141,817
281,500,80,985
282,891,708,285
283,818,176,814
284,806,41,123
285,986,131,753
286,895,846,674
287,400,104,888
288,1121,879,632
289,1018,979,357
290,749,708,893
291,746,815,138
292,1055,436,922
293,475,189,878
294,489,5,333
295,743,921,284
296,433,730,482
297,823,778,933
298,974,972,762
299,836,200,259
300,947,807,947
301,727,2,320
302,497,91,945
303,598,181,153
304,753,135,960
305,522,496,683
306,550,380,290
307,867,889,951
308,839,322,364
309,743,737,894
310,986,824,358
311,687,991,103
312,604,205,798
313,770,508,883
314,784,827,401
315,1058,957,916
316,877,481,432
317,570,8,884
318,787,510,219
319,405,982,102
320,758,622,731
321,935,929,638
322,1082,522,870
323,805,632,808
324,818,630,885
325,866,433,504
326,542,645,999
327,840,206,976
328,869,65,942
329,623,813,306
330,802,422,637
331,1054,310,912
332,892,292,837
333,712,95,517
334,549,264,826
335,825,328,977
336,869,760,957
337,518,261,286
338,861,808,100
339,1068,763,747
340,760,796,743
341,581,451,201
342,871,119,83
343,839,23,868
344,315,106,134
345,534,510,327
346,706,759,776
347,914,426,942
348,1115,953,341
349,710,836,152
350,558,605,586
351,840,979,63
352,954,872,368
353,830,387,520
354,403,530,472
355,635,184,23
356,591,958,493
357,941,168,985
358,978,745,221
359,891,176,748
360,949,937,385
361,780,820,476
362,659,608,447
363,878,536,797
364,741,333,330
365,465,806,406
366,1017,927,166
367,1064,926,600
368,560,848,96
369,899,947,900
370,703,739,396
371,870,119,708
372,616,247,274
373,728,62,799
374,750,927,864
375,1034,961,717
376,1187,811,554
377,653,279,45
378,429,406,187
379,687,215,339
380,855,433,920
381,825,788,333
382,517,291,295
383,788,976,146
384,492,757,31
385,843,923,857
386,961,445,419
387,355,86,200
388,801,307,97
389,472,83,129
390,858,563,288
391,693,63,152
392,430,370,172
393,987,942,4
394,532,163,968
395,1054,750,409
396,852,842,937
397,888,143,405
398,637,242,827
399,691,439,21
400,709,503,113
401,1100,922,830
402,769,995,817
403,1043,965,522
404,553,581,134
405,651,400,215
406,993,960,414
407,1054,772,907
408,797,706,586
409,391,215,661
410,761,362,713
411,664,509,956
412,934,393,818
413,917,171,180
414,717,568,19
415,474,20,439
416,643,284,775
417,659,240,634
418,1189,201,807
419,970,739,994
420,909,598,467
421,668,226,952
422,741,962,638
423,496,340,685
424,683,340,158
425,525,66,809
426,888,406,584
427,804,913,948
428,741,154,284
429,474,402,136
430,473,48,826
431,1075,500,488
432,642,405,543
433,453,66,972
434,793,90,379
435,803,326,206
436,896,964,147
437,831,962,491
438,890,467,204
439,582,128,477
440,674,52,949
441,530,694,623
442,785,674,274
443,543,507,40
444,835,872,402
445,853,112,419
446,737,509,652
447,1015,328,887
448,898,806,849
449,466,321,195
450,937,656,269
451,680,558,621
452,387,711,481
453,690,933,214
454,1067,646,937
455,790,575,698
456,933,398,1000
457,761,594,637
458,979,809,752
459,862,465,710
460,783,406,872
461,775,310,665
462,568,649,172
463,613,909,803
464,510,113,955
465,793,931,582
466,570,222,98
467,350,9,247
468,798,292,16
469,430,764,105
470,745,535,90
471,737,566,555
472,596,228,396
473,681,68,507
474,608,542,326
475,514,658,239
476,553,103,81
477,311,99,755
478,590,489,316
479,487,283,145
480,801,626,69
481,793,360,940
482,546,889,276
483,1091,511,538
484,744,94,899
485,1129,740,651
486,498,319,536
487,346,806,24
488,613,745,314
489,963,828,359
490,963,604,695
491,440,165,1
492,642,230,88
493,582,117,334
494,777,494,560
495,590,97,315
496,525,372,108
497,930,349,508
498,924,817,366
499,664,911,534
500,432,495,326
