item_id,value,w1,w2
185,675,893,379
186,726,193,209
187,1000,574,863
188,1230,640,813
189,1128,873,716
190,890,693,934
191,629,806,35
192,715,38,569
193,1188,677,519
194,861,518,673
195,923,595,795
196,781,293,697
197,453,362,266
198,681,251,17
199,1196,1000,386
200,592,69,793
201,958,966,915
202,601,695,577
203,802,743,778
204,573,238,322
205,817,162,546
206,878,84,923
207,831,129,101
208,712,810,121
209,545,337,760
210,1002,612,568
211,505,39,558
212,1060,771,608
213,764,161,218
214,764,584,409
215,458,163,238
216,570,780,781
217,721,207,804
218,838,269,682
219,667,197,760
220,827,616,356
221,1035,868,430
222,821,593,131
223,690,382,460
224,936,934,708
225,727,746,334
226,746,608,134
227,1073,799,204
228,856,671,13
229,723,44,899
230,676,703,432
231,551,199,464
232,519,85,237
233,686,240,909
234,883,349,96
235,820,303,825
236,887,875,965
237,690,862,213
238,830,445,105
239,363,46,623
240,817,620,518
241,1033,733,305
242,403,165,599
243,712,795,428
244,936,837,731
245,961,346,884
246,663,91,363
247,473,149,765
248,840,34,253
249,735,424,822
250,1124,84,886
251,703,964,252
252,849,673,817
253,574,878,448
254,1066,724,647
255,726,462,615
256,707,984,386
257,522,507,190
258,740,485,589
259,445,433,69
260,403,47,573
261,834,138,947
262,661,80,563
263,971,404,846
264,677,798,481
265,1052,757,998
266,1050,996,582
267,343,147,720
268,792,749,90
269,925,955,758
270,817,657,104
271,641,510,641
272,596,405,386
273,772,946,14
274,786,372,579
275,439,673,87
276,641,73,470
277,992,59,112
278,661,440,628
279,817,378,777
280,1028,652,954
281,739,623,659
282,637,968,21
283,945,932,444
284,493,745,156
285,801,269,276
286,714,439,656
287,899,349,996
288,749,509,817
289,736,417,366
290,318,284,716
291,699,770,465
292,1034,733,922
293,1047,755,410
294,620,598,354
295,362,110,205
296,345,495,76
297,661,853,932
298,724,459,540
299,937,572,150
300,966,658,170
301,762,107,19
302,995,913,906
303,426,178,40
304,895,924,955
305,704,767,614
306,957,785,108
307,583,106,112
308,645,343,659
309,833,323,623
310,1113,998,879
311,575,239,721
312,819,675,602
313,822,934,593
314,401,169,127
315,810,940,375
316,420,497,287
317,727,235,321
318,722,929,560
319,615,516,956
320,814,173,178
321,814,908,806
322,280,133,37
323,743,401,469
324,451,841,20
325,647,369,959
326,1117,314,741
327,539,909,532
328,435,273,303
329,809,608,825
330,590,715,777
331,1237,962,740
332,747,667,253
333,644,340,277
334,998,635,22
335,491,338,798
336,531,818,185
337,926,270,731
338,1082,572,858
339,478,77,15
340,849,239,80
341,710,524,649
342,825,741,705
343,660,598,597
344,832,558,110
345,539,388,266
346,498,461,13
347,1139,917,485
348,1106,857,928
349,897,862,38
350,998,458,678
351,795,906,558
352,756,823,980
353,816,620,741
354,503,80,143
355,658,934,27
356,905,443,402
357,480,43,84
358,594,586,277
359,644,98,68
360,509,644,242
361,929,846,843
362,721,730,405
363,779,716,513
364,691,567,34
365,704,271,324
366,1019,393,884
367,537,749,139
368,653,71,534
369,644,429,276
370,1121,893,574
371,593,587,170
372,956,80,862
373,649,940,326
374,709,949,459
375,790,647,190
376,562,638,189
377,773,64,676
378,480,701,861
379,887,502,151
380,573,552,983
381,908,599,789
382,855,826,787
383,690,560,955
384,939,652,929
385,753,473,837
386,653,861,162
387,1025,298,251
388,726,178,557
389,455,432,175
390,842,848,808
391,622,372,140
392,795,767,468
393,580,63,51
394,799,626,144
395,653,554,662
396,757,952,858
397,881,645,928
398,783,290,845
399,845,803,606
400,919,850,488
401,696,38,824
402,653,364,303
403,746,187,196
404,337,755,12
405,781,373,606
406,534,439,414
407,671,585,300
408,629,363,513
409,872,947,952
410,661,810,929
411,672,192,844
412,721,272,470
413,580,182,212
414,331,442,349
415,1083,685,314
416,614,732,758
417,711,291,276
418,1021,669,831
419,896,669,188
420,847,878,549
421,674,90,906
422,739,603,264
423,831,596,324
424,904,148,822
425,707,803,337
426,782,746,19
427,728,445,778
428,920,907,413
429,690,28,297
430,751,734,479
431,933,61,527
432,850,668,32
433,947,23,472
434,904,986,701
435,998,982,802
436,712,111,955
437,365,53,345
438,1094,401,993
439,727,476,581
440,720,828,551
441,568,70,510
442,968,555,472
443,968,962,813
444,368,734,51
445,341,12,389
446,709,785,54
447,1053,730,356
448,579,318,702
449,843,178,372
450,957,919,420
451,490,774,750
452,455,177,626
453,948,87,851
454,748,427,868
455,748,801,517
456,924,472,104
457,940,282,718
458,866,354,589
459,497,908,389
460,467,787,570
461,696,349,151
462,392,509,52
463,997,482,247
464,578,221,181
465,726,362,749
466,692,518,960
467,803,91,406
468,740,798,459
469,739,502,911
470,511,565,380
471,715,785,636
472,696,11,42
473,734,135,662
474,711,696,659
475,914,876,865
476,624,389,270
477,1030,311,910
478,787,870,973
479,610,702,584
480,720,11,23
481,464,446,331
482,1034,643,811
483,507,893,322
484,578,201,843
485,480,696,171
486,657,737,228
487,378,188,863
488,1192,542,449
489,772,460,800
490,884,938,789
491,615,16,424
492,546,670,314
493,1032,896,953
494,566,400,283
495,872,731,662
496,1011,12,912
497,490,237,5
498,559,640,577
499,940,419,824
500,499,190,708
