item_id,value,w1,w2
464,646,598,366
465,805,262,858
466,715,901,364
467,701,828,735
468,719,662,19
469,450,287,356
470,447,541,94
471,834,118,983
472,544,701,233
473,969,182,717
474,593,3,272
475,954,194,917
476,715,820,876
477,815,464,245
478,993,85,812
479,952,368,567
480,879,763,308
481,786,909,207
482,655,959,100
483,581,474,709
484,1076,607,217
485,643,573,308
486,695,7,439
487,548,704,332
488,780,32,725
489,894,971,932
490,467,503,124
491,857,133,713
492,916,931,471
493,703,371,875
494,684,520,232
495,981,855,569
496,805,364,346
497,1037,811,653
498,888,307,711
499,580,393,763
500,819,202,42
